date,text
2018-01-16,"Method and system for integration of market exchange and issuer processing for blockchain-based transactions. A method for authorization of a blockchain transaction includes: storing account profiles, each profile including an account identifier, fiat amount, and blockchain amount; receiving a transaction message, the transaction message being formatted based on transaction message standards and including a first data element that includes a specific account identifier and a second data element reserved for private use that includes a network identifier and transaction amount; identifying a specific account profile that includes the specific account identifier; identifying a risk value based on the transaction amount and at least one of: the fiat amount and blockchain amount; determining authorization of a transaction based on the identified risk value; modifying the transaction message based on the authorization determination; and transmitting the modified transaction message."
2018-01-16,"Securely authenticating a recording file from initial collection through post-production and distribution. The technology disclosed relates to data captured in streams from sensors. Streams often are edited, especially video and audio data streams. In particular, the technology disclosed facilitates identification of segments of an originally captured stream that find their way into a finally edited stream and identification of changed segments in the finally edited stream. Summary analysis on self-aligned meta-blocks of stream data is described, along with pushing at least some self-aligned meta-hashes into a blockchain network, applying an alignment and hashing procedure described in a smart contract."
2018-01-23,"Generalized entity network translation (GENT). Generalized Entity Network Translation provides new state of the art methodology for extending RKI techniques into a truly generalized framework capable of operating at exceptional levels of authenticity without the need for roots, certificate authorities, or other static points in an infrastructure. More astounding is its ability to create trusted authentic entity relationships that require no externally stored state outside of the shared context between discrete peers. The present invention provides, among other things, novel improvements to blockchain-derived systems and provides strong proof of ownership, renewal, roll-backs, and localized state and many blockchain systems more palatable choices for system integration."
2018-01-23,"User identification management system and method. Systems and methods for managing the identity of a user, for managing the identity of the user in a public storage facility, and for certifying pending transactions for a user are disclosed. One example method includes receiving, at an input device, personal data that identifies the user. The personal data is represented as input data. The input device is configured to process a hashing function to provide a hash value and user accessible interface for transmitting the hash value and a public key of the user to the public storage facility, e.g., block chain, and for receiving back from the public storage facility a transaction number corresponding to the hash value and the public key. In one example, the input device is configured to encrypt the hash value, a time stamp and the transaction number with a public key of a certification entity to provide user certifiable data to the certification entity. The certification entity is configured to access the public storage facility to verify the user. Also provided are systems and methods for certifying pending financial transactions, pending debit and/or credit card transactions, and other pending transactions are also disclosed. Systems and methods signing and certifying documents are also disclosed."
2018-01-23,"Drone used for authentication and authorization for restricted access via an electronic lock. In an electronic lock authentication method using a drone, authentication information input by a person is received at an electronic lock, a first level verification of the authentication information is performed at the electronic lock, and a drone request signal is transmitted from the electronic lock to the drone. The drone request signal instructs the drone to proceed to the electronic lock and perform a second level verification of the person when the first level verification has passed. Further in the method, the second level verification of the person is performed with the drone, a grant access signal is transmitted from the drone to the electronic lock, the grant access signal instructs the electronic lock to unlock when the second level verification has passed, and the electronic lock is unlocked in response to the grant access signal."
2018-01-23,"Consensus system for tracking peer-to-peer digital records. The disclosure describes a peer-to-peer consensus system and method for achieving consensus in tracking transferrable digital objects. The system achieves consensus on a shared ledger between a plurality of peers and prevents double spending in light of network latency, data corruption and intentional manipulation of the system. Consensus is achieved and double spending is prevented via the use of the most committed stake metric to choose a single consensus transaction record. A trustable record is also facilitated by allowing stakeholders to elect a set of trusted non-colluding parties to cooperatively add transactions to the consensus record. The voting mechanism is a real-time auditable stake weighted approval voting mechanism. This voting mechanism has far reaching applications such as vote directed capital and providing a trusted source for data input into a digital consensus system. The system further enables digital assets that track the value of conventional assets with low counterparty risk."
2018-01-30,"User behavior profile in a blockchain. A method, system and computer-usable medium are disclosed for generating a cyber behavior profile, comprising: monitoring user interactions between a user and an information handling system; converting the user interactions and the information about the user into electronic information representing the user interactions; generating a unique cyber behavior profile based upon the electronic information representing the user interactions and the information about the user; and, storing information relating to the unique cyber behavior profile in a behavior blockchain."
2018-01-30,Fragmenting data for the purposes of persistent storage across multiple immutable data structures. Provided is a process including: receiving one or more write requests; selecting a first subset of the values as corresponding to higher-security fields; segmenting a first value in the first subset; instructing a first computing device to store a first subset of segments among the plurality of segments in memory; and instructing a second computing device to store a second subset of segments among the plurality of segments in memory.
2018-02-06,"Systems and methods to authenticate users and/or control access made by users on a computer network using identity services. A controller for user authentication and access control, configured to: store data representing a graph having: nodes representing data elements associated with accesses made using an access token; and links among the nodes representing connections between the data elements identified in details of the accesses. In response to receiving details of an access made using the access token, the controller updates the graph according to the details and identifies a new connection in the graph resulting from update. The controller communicates with an identity service to verify the association of data elements corresponding to the new connection in the graph. Based on a result of the verification, the controller authenticates the user of the access and/or controls the access."
2018-02-13,"Peer-to-peer geolocation system. A method and apparatus for location sharing, consisting of sending a location report by a location determining device to a plurality of network enabled devices over a peer-to-peer network, the location determining device being associated with a first digital key pair. A first of the plurality of network enabled devices, associated with a second digital key pair, performs a validation computation on the location report and submits a validation computation result and the location report to a remainder of the plurality of network enabled devices for inclusion in a shared ledger. Including the location report creates commercially-valued credits associated with the public key of the second digital key pair recorded in the shared ledger. A transfer of commercially-valued credits from association with the first public key of the first digital key pair to the public key of the second digital key pair is also recorded in the shared ledger."
2018-02-13,"Systems, methods, and program products for operating exchange traded products holding digital math-based assets. Systems, methods, and program products for providing an exchange traded product holding digital math-based assets are disclosed. Shares based on digital math-based assets may be created using one or more computers by determining share price information based upon quantities of digital math-based assets held by a trust, electronically receiving a request from an authorized participant user device to purchase a quantity of shares, electronically transmitting a quantity of digital math-based assets to one or more destination digital asset accounts for receipt of digital math-based assets from the authorized participant based on the determined share price information and the requested quantity of shares, and electronically issuing shares to the authorized participant."
2018-02-13,"Extensibility of collectable data structures. The techniques disclosed herein enable users to collect and share a primary data structure defining a centralized object. A primary data structure can be configured to define a front face of a digital card and the centralized object can represent a person, item, or location. The primary data structure can also define attributes, e.g., characteristics or properties, related to the centralized object. The techniques disclosed herein also enable users to collect and share secondary data structures that are dependent on the primary data structure. For example, a dependent object can include an item that can be utilized by a character represented by the centralized object. A single secondary data structure can be configured to define a side of the digital card, such as the back side of a digital card. A number of secondary data structures can be acquired to create a card with any number of sides."
2018-02-20,"Systems, methods, and program products for operating exchange traded products holding digital math-based assets. Systems, methods, and program products for providing an exchange traded product holding digital math-based assets are disclosed. Shares based on digital math-based assets may be redeemed using one or more computers by determining share price information based upon quantities of digital math-based assets held by a trust, electronically receiving a request from an authorized participant user device to redeem a quantity of shares, electronically transmitting a quantity of digital math-based assets from one or more origin digital asset accounts to one or more destination digital asset accounts associated with the authorized participant, and canceling the quantity of shares from the authorized participant."
2018-02-27,"Network authorization system. A system includes a key repository and a network node. The key repository is configured to generate a private key and a public key of the network node, to communicate the private key and the public key to the network node, to verify whether the network node is authorized to operate on a network, to generate a first message indicating whether the network node is authorized to operate on the network, to encrypt the first message using the public key, and to communicate the encrypted first message to the network node. The network node is configured to decrypt the encrypted first message using the private key, to generate a second message based on the first message, to encrypt the second message using the private key, and to record the encrypted second message to a ledger."
2018-03-06,Locking systems with multifactor authentication and changing passcodes. A computer-based locking system using changing passcodes includes an application server and an application in electronic communication with the application server. The application runs on a computing device. The application may request an input passcode from the application server based on a lock ID. The application server retrieves an algorithm from a database using the lock ID and generates the input passcode using the algorithm with a time as the input. A lock includes a passcode interface and a locking mechanism with the passcode interface being capable of capturing the input passcode. The lock executes the algorithm locally to generate a local passcode based on current time. The lock releases the locking mechanism in response to the input passcode matching the local passcode.
2018-03-20,"System and method for providing a payment handler API and a browser payment request API for processing a payment. Disclosed is an approach for coordinating via two browser APIs with a payment service. The method includes receiving input from a user indicating a desire to purchase a product from a merchant site, and receiving, based on the input, at a browser and via a first API between the browser and the merchant site, a payment request from the merchant site for payment data. In response to the payment request, the method includes communicating, from the browser and via a second API between the browser and the payment service, a payment request event to the payment service, wherein the payment service can process a payment for the product. The method includes receiving, at the browser and from the payment service and via the second API, a confirmation of the payment and communicating, from the browser and via the first API to the merchant site, the confirmation."
2018-03-20,"System and method for providing messenger application for product purchases. Disclosed is an approach for providing a payment capability in a dialog. The method includes receiving, via a messenger application and as part of a dialog between a site and a user, an input from the user, presenting user text associated with the input in the messenger application, responding, as part of the dialog and by the site, to the input with a response, presenting response text associated with the spoken response in the messenger application, and identifying a product the user desires to purchase from the site. Based on a buy interaction by the user, the method includes receiving, at a browser and via a browser payment request API, a payment request for payment data of the user for purchasing the product and, in response to the payment request, communicating, from the browser and via the browser payment request API, payment information to the site for purchasing the product."
2018-03-27,"Trust framework for platform data. Techniques are described for determining and employing trust metrics for entities interacting with a super-platform. An end-user may interact with multiple individual platforms of different types. The individual platforms may generate data based on the interactions with end-user(s). The data from the various individual platforms may be received, ingested, stored, analyzed, aggregated, and/or otherwise processed by a super-platform. The super-platform may provide the data, aggregate data, and/or data analysis results to data consumer(s) through a marketplace associated with the super-platform. In some implementations, entities such as data providers, data manipulators, and/or data consumers may rate one another and, based on the rating(s), a trust metric may be determined that indicates a trust level of an entity."
2018-04-03,"Biometric data hashing, verification and security. A fingerprint identification system comprising a smart device, a fingerprint scanner, a processor coupled to a transceiver and to the fingerprint scanner, and a digital storage element coupled to the processor. The digital storage element stores logic that causes the processor to: activate the fingerprint scanner to scan a user's finger, identify a feature and multiple minutia of the user's fingerprint, and generate a digital fingerprint string(s) indicative of a position of each minutia relative to the feature. The processor is then caused to combine the digital fingerprint string(s) with a first cryptographic salt to generate a first hash. The first hash is compared to a first hash signature to determine if the first hash represents an authentic fingerprint. If authentic, the processor combines the digital fingerprint string(s) with a second cryptographic salt to generate a second hash. This second hash is transmitted to one or more servers."
2018-04-03,"Methods and systems for operating secure digital management aware applications. A system and method for servicing secure data object management aware applications using a cloud-based host environment and a local secure container. The cloud-based host environment creates a controlled digital object from a master digital object, and activates a tether associated with the controlled digital object. The tether includes an access permission, and optionally an operation permission (e.g., view, delete, store, edit, and copy) and a command (e.g., timeout, destroy). The controlled digital object is stored to an isolated storage of the secure container. The tether contents control access and manipulation of the controlled digital object. Certain conditions (e.g., timeout period reached, anomalous data access pattern detected), cause the controlled digital object to be destroyed and/or the tether to be inactivated. In accordance with applicable law, the cloud-based host environment utilizes the tether to detect, identify, and/or thwart unauthorized host environments in possession of the controlled digital object."
2018-04-03,"Contacts for misdirected payments and user authentication. Disclosed herein are systems and methods for processing a payment request that use mobile devices to have money transferred. These mobile devices are capable of running a payment transfer application that facilitates a transfer of money. A user can then execute the payment transfer application using a mobile device to send money, through a payment processing system that runs the payment transfer application, to a recipient account. One or more techniques authenticate a user of the mobile device by multi factor authentication prior to processing requests for money transfer initiated by the user."
2018-04-03,"Multi-source multi-modal activity recognition in aerial video surveillance. Multi-source multi-modal activity recognition for conducting aerial video surveillance comprising detecting and tracking multiple dynamic targets from a moving platform, representing FMV target tracks and chat-messages as graphs of attributes, associating FMV tracks and chat-messages using a probabilistic graph based mapping approach; and detecting spatial-temporal activity boundaries."
2018-04-03,Application testing on a blockchain. A blockchain test configuration may provide a simple and secure infrastructure for testing applications. One example method of operation may comprise one or more of transmitting a request to a network of nodes to test a test package associated with an application. The method may also include receiving results based on the test of the test package and recording the results in a blockchain.
2018-04-10,"Remote control authority and authentication. The invention relates to systems and methods to enable a mobile device to be used as a remote control, in order to control one or more remotely controllable objects. In possible embodiments of the invention, proximity-based (or other) remote controls include control authorization to enable the transfer or sharing of control between different remote controls being implemented on different mobile devices, in order to permit different users to transfer or share control of a same remotely controllable object, for example. In other possible embodiments of the invention, a proximity-based (or other) remote control uses control authentication to enable the pairing of a remote control implemented on a device and a remotely controllable object, for example. Various embodiments of control authority and control authentication are possible and anticipated by the invention to address a wide range of practical remote control applications and provide many benefits to users."
2018-04-10,"Risk assessment using social networking data. Tools, strategies, and techniques are provided for evaluating the identities of different entities to protect individual consumers, business enterprises, and other organizations from identity theft and fraud. Risks associated with various entities can be analyzed and assessed based on analysis of social network data, professional network data, or other networking connections, among other data sources. In various embodiments, the risk assessment may include calculating an authenticity score based on the collected network data."
2018-04-10,"System, method, and program product for processing secure transactions within a cloud computing system. Particular systems, methods, and program products for web-based security systems for user authentication and processing in a distributed computing environment are disclosed. A computing sub-system may receive an electronic processing request and a first signed data packet having a first payload that was hashed and encrypted using a first private key. The first payload may comprise first processing output and a first timestamp. The sub-system may verify the first signed data packet by decrypting it using a first public key. The sub-system may execute computing operations to satisfy the electronic processing request, producing second processing output. The sub-system may configure a data packet with a second payload comprising at least the second processing output and a second timestamp. The sub-system may encrypt the second payload using a second private key producing a second signed data packet. The sub-system may transmit to a second sub-system the second signed data packet."
2018-04-17,"Data resource control through a control policy defining an authorized context for utilization of a protected data resource. Disclosed is a method, a device, and/or a system of a data resource control data structure. In one embodiment, a computer-implemented method includes receiving an authorization request from a device to utilize a protected resource within a datastore. A control policy that defines an authorized context in which the device is authorized to utilize the protected resource is extracted from a security node of a non-hierarchical data structure. The control policy includes a control algorithm and optionally a control dataset. Context values specified in the control algorithm are retrieved to form a context dataset. Utilization of the protected resource is authorized when it is determined by the control algorithm that the context dataset conforms to the authorized context. The security node may organize data into a domain structure that includes a unique identifier, an identity element, a content element, and a context element."
2018-04-17,"Method and system for blockchain variant using digital signatures. A method for using digital signatures for signing blockchain transactions includes: generating a domain key pair comprising a domain private key and a domain public key, wherein the domain public key is signed after generation; receiving a plurality of member public keys, wherein each member public key is received from an associated member of a blockchain network and is a public key in a key pair comprising the member public key and a member private key corresponding to the associated member; signing each member public key using the domain private key; receiving a transaction block from a specific member of the blockchain network, wherein the transaction block includes a plurality of blockchain transaction values and a hash signed using the member private key corresponding to the specific member; signing the received transaction block using the domain private key; and transmitting the signed transaction block."
2018-04-17,"Analyzing digital images for authenticating memorabilia items. A digital image of an item, created by a creator, can be received at an authentication server from a collector. The creator and collector can have profiles on the authentication server. The item can have an associated with the creator. The association can be a mark placed on the item. The co-location of the creator and the collector can be verified at the time of creation of the item. The digital image of the item can be transferred to the collector for verification of its authenticity. A record of ownership can be generated and stored in electronic storage with the digital image. The record of ownership can indicate that the collector owns the item."
2018-04-24,"System and method of a requirement, compliance and resource management. A system and/or a method based on a scalable requirement, compliance and resource management methodology for designing a product/service, optimizing relevant processes and enhancing real time and/or near real time collaboration between many users is disclosed. Utilizing, a learning (self-learning) computer, a requirement, compliance and resource management methodology is further integrated with (a) a machine learning/fuzzy/neuro-fuzzy logic algorithm and/or (b) statistical algorithm and/or (c) weighting logic algorithm and/or (d) game theory algorithm and/or (e) a blockchain and enhanced with a graphical user interface."
2018-04-24,"Authentication based on heartbeat detection and facial recognition in video data. Techniques are described for authenticating a user to access information through an application executing on a computing device. Multiple authentication methods may be used in combination to authenticate the user with greater confidence than authentication provided by a single method, and to verify that the user is a live person and not an image or video. Facial recognition may be used in conjunction with heartbeat detection, via video analysis, to verify the user's identity and confirm that the user is live. Facial recognition may include capturing an image of the user's face and comparing certain points on the face with previously gathered information regarding the user. Heartbeat detection may include capturing a video segment of the user, stabilizing the captured video data, applying motion magnification techniques to the stabilized video data, and analyzing the stabilized, magnified video data to determine a presence of the user's heartbeat."
2018-05-01,"Manicoding for communication verification. Verifiable, secure communications between a sender and a receiver on at least one shared communication channel is provided. A manicoded key encoder produces an argument of knowledge for a secret key to the at least one shared communication channel, and a manicoded message encoder provides an implication argument indicating that knowledge of the secret key enables access to message content of the manicoded message. The argument of knowledge is included in a key manifest for the secret key within a manicoded key, and the implication argument is included in a message manifest of a manicoded message. In this way, the sender may provide message content within the manicoded message, and the receiver may operate a decoder to access the message content. A verifier may use the manicoded key and the manicoded message to verify that the receiver has access to the message content."
2018-05-01,"Systems and methods for certification of data units and/or certification verification. In some implementations, a data unit may be hashed to generate a hash. A cryptographic structure, such as a Merkle tree or other cryptographic structure, maybe generated based on the hash and published on a block chain or distributed ledger. A proof associated with the data unit may be provided. The proof may allow for independent verification that the data unit is certified. Responsive to obtaining the data unit as at least one data unit to be verified, the data unit may be hashed. The associated proof may be obtained, where the obtained proof includes an index describing a position of the hash among one or more other hashes in the published cryptographic structure. The cryptographic structure may be reconstructed based on the index of the proof. Certification of the data unit may be verified by proving that the hash belongs to a root of the published cryptographic structure."
2018-05-01,"Hybrid blockchain. A system includes circuitry for performing hybrid blockchain rewrites by trusted parties. The hybrid blockchain may include blocks with multiple parts. In some cases, the blocks may include a core part and a tertiary part. The system may include conditions for validity preserving and/or non-tamper-evident rewrites to the parts of the block. The conditions to support rewrites to the core part may be more stringent than the corresponding conditions to support rewrites to the tertiary part. In some cases, the core part may be write-locked."
2018-05-01,"Field-invariant quantitative magnetic-resonance signatures. A system that determines an invariant magnetic-resonance (MR) signature of a biological sample is disclosed. During operation, the system determines a magnetic-resonance (MR) model of voxels in a biological sample based on differences between MR signals associated with the voxels in multiple scans and simulated MR signals. The MR signals are measured or captured by an MR scanner in the system during multiple MR scans, and based on scanning instructions, and the simulated MR signals for the biological sample are generated using the MR model and the scanning instructions. Moreover, the system iteratively modifies the scanning instructions (including a magnetic-field strength and/or a pulse sequence) in the MR scans based on the differences until a convergence criterion is achieved. Then, the system stores, in memory, an identifier of the biological sample and a magnetic-field-strength-invariant MR signature of the biological sample that is associated with the MR model."
2018-05-08,"Computing device configuration and management using a secure decentralized transaction ledger. Aspects of the present invention provide systems and methods that facilitate the communicating of messages to a vastly scalable number of devices, independent of a centralized resource. In embodiments, a computing device, or a number of devices, may receive from a managing entity one or more messages via a block chain that is maintained by a plurality of decentralized nodes in a peer-to-peer network. In embodiments, the device or devices execute the instructions identified in the message, and if appropriate, return results."
2018-05-08,"Deferred configuration or instruction execution using a secure distributed transaction ledger. Aspects of the present invention provide systems and methods that facilitate communicating a message, independent of a centralized resource, to be retrieved at a future time. In embodiments, a computing device receives a configuration-related message via a block chain maintained by a plurality of decentralized nodes. In embodiments, upon verification of the authenticity of the message, the device will execute the deferred instructions indicated in the message. In embodiments, the instructions may be add functionality or not allow functionality in the device. In embodiments, the instructions may indicate that a smart package should allow the end user to access contents of the package or to not allow access to the contents."
2018-05-08,Rewritable blockchain. A system includes circuitry for rewriting blockchains in a non-tamper-evident or tamper-evident operation using a key secret held by a trusted party. The blockchains may include a series of blocks secured by a chameleon hash that may prevent non-tamper-evident rewrites by non-trusted parties that are not in possession of the key secret. Rewrite circuitry of the system may determine randomness data from the chameleon hash and altered data from a rewrite. The randomness data may be written to the randomness field of a block overwritten with the altered data such that the block remains coding-consistent with the chameleon hash and other blocks in the blockchain.
2018-05-08,"Rewritable blockchain. A system includes circuitry for rewriting blockchains in a non-tamper-evident or tamper-evident operation using a key secret held by a trusted party. The blockchains may include a series of blocks secured integrity codes that may prevent non-tamper-evident rewrites by non-trusted parties that are not in possession of the key secret. In some cases, the key may allow valid but tamper-evident rewrites of the blockchain by trusted entities. Integrity outputs may be generated from the integrity codes based on the content of the previous blocks in the series such that attempts by untrusted parties to replace a block may be detected through coding-inconsistencies with other blocks."
2018-05-08,"Systems, methods, and program products for operating exchange traded products holding digital math-based assets. Systems, methods, and program products for providing an exchange traded product holding digital math-based assets are disclosed. Shares based on digital math-based assets may be redeemed using one or more computers by determining share price information based upon quantities of digital math-based assets held by a trust, electronically receiving a request from an authorized participant user device to redeem a quantity of shares, electronically transmitting a quantity of digital math-based assets from one or more origin digital asset accounts to one or more destination digital asset accounts associated with the authorized participant, and canceling the quantity of shares from the authorized participant."
2018-05-08,"Systems, methods, and program products for operating exchange traded products holding digital math-based assets. Systems, methods, and program products for providing an exchange traded product holding digital math-based assets are disclosed. Shares based on digital math-based assets may be created using one or more computers by determining share price information based upon quantities of digital math-based assets held by a trust, electronically receiving a request from an authorized participant user device to purchase a quantity of shares, electronically transmitting a quantity of digital math-based assets to one or more destination digital asset accounts for receipt of digital math-based assets from the authorized participant based on the determined share price information and the requested quantity of shares, and electronically issuing shares to the authorized participant."
2018-05-08,Neural network applications in resource constrained environments. Systems and methods are disclosed for applying neural networks in resource-constrained environments. A system may include a sensor located in a resource-constrained environment configured to generate sensor data of the resource-constrained environment. The system may also include a first computing device not located in the resource-constrained environment configured to produce a neural network structure based on the sensor data. The system may further include a second computing device located in the resource-constrained environment configured to provide the sensor data as input to the neural network structure. The second computing device may be further configured to determine a state of the resource-constrained environment based on the input of the sensor data to the neural network structure.
2018-05-08,"Device reporting and protection systems and methods using a secure distributed transactional ledger. Aspects of the present invention provide systems and methods that allow for a generic, decentralized system that is independent of a centralized resource and allows for the reporting and protecting of all types of smart devices including smart phones, laptop, tablets, or smart packages, and the like. In embodiments, the device comprises a security module or modules that interface with a decentralized network that maintains a secure distributed transactional ledger, or block chain, in order to send and/or receive data via the block chain. In embodiments, the device may not operate when its ability to access a communication channel provided via secure distributed transactional ledger has been impeded or otherwise hindered."
2018-05-22,"System for managing security and access to resource sub-components. A means for managing security and access to resources associated with blocks/sub-components of a distributed validating network, such as a blockchain network. Tags are created that can be applied to blocks so that a designated entity/user can locate the block though presentation of keywords associated with the tag. Additionally, a security token is generated that is assigned or otherwise provided to the designated entity/user which is configured to grant the designated entity access to resources in the block. Further, logic may be defined and applied to either the tag, the block and/or the security token that provides control over the access granted to the designated entities/users. The logic may define the period of time for which a designated entity/user is granted access to the block and/or the block's resources or the logic may define an amount of access granted to the designated entity/user."
2018-05-29,"Systems and methods for providing block chain-based multifactor personal identity verification. Block chain-based multifactor personal identity verification may be provided. Verification addresses may be established on a block chain by: associating identifiers with individuals having previously verified personal identities, assigning verification addresses on a block chain to the individuals, and recording identifiers and biometric data associated with the individuals at corresponding verification addresses. Block chain-based multifactor personal identity verification using the verification addresses may be performed by: receiving one or more identifiers in connection with one or more requests to verify an identity of one or more individuals, extracting the biometric data associated with the one or more individuals from the corresponding verification addresses, and verifying the identity of the one or more individuals upon receiving matching biometric data and private keys."
2018-06-05,"System, method, and computer program product for privacy-preserving transaction validation mechanisms for smart contracts that are included in a ledger. The system, method, and computer program product described herein may provide the capability to handle a variety of types of transactions, not just payment transactions. In addition, system, method, and computer program product described herein may provide the capability for users to be able to control the confidentiality of their transactions, for the system to control access to transactions, for the system to be capable of auditing transactions, and to provide accountability of the validating entities."
2018-06-05,"Systems and methods for digital identity management and permission controls within distributed network nodes. Embodiments disclosed herein provide systems and methods for digital identity management and permission controls within distributed network nodes. A network node may receive a request to generate a new digital identity record for an entity. The network node may retrieve a template based on an entity type; and receive information, reference documents, and biometric information for the new digital identity record. The network node may associate and store the received information to the data fields in the new digital identity record, generate respective one directional cryptographic hashes of the reference documents and the biometric information, and store the hashes in the new digital identity record while storing the reference documents and biometric information in a non-blockchain repository. The network node may generate a digital identity record block for the new digital identity record, encrypt the digital identity record block, and append the encrypted block to the latest valid blockchain."
2018-06-05,"Systems and methods for generating and maintaining immutable digital meeting records within distributed network nodes. Embodiments disclosed herein provide systems and methods for digital meeting management within a blockchain. Before a meeting, a computer may generate a digital meeting record containing a plurality of data fields and linked to various smart contracts to capture meeting activities. During the meeting, a first smart contract may authenticate and record attendees in the digital meeting record based on biometric information received from the attendees' devices. Furthermore, a second smart contract may capture in the digital meeting record, meeting actions of each attendee, including date, time, and location associated with the meeting actions. After the meeting, a third smart contract may autopopulate post meeting documentation. After review by the attendees, the third smart contract may store a hash of the documentation to the digital meeting record and store the documentation in a repository. Once appended to the blockchain, the digital meeting record becomes an immutable record of the meeting."
2018-06-05,"System and method for creating an opinion and behavioral data economy. A system and method for the opinion economy that allows a user to make a choice of what data, demographics, opinions, behaviors, beliefs, and other information to share. The system and method provides capability to a user to set a value for that user's data, opinions, behaviors, and beliefs. The system and method further allows for dynamic pricing for surveys or data collection, either dependent on length of time, effort given by the user, or other attributes that might drive the value the user sets on that user's participation."
2018-06-12,Non-parity in grid encoded data storage systems. Techniques for encoding data storage systems using grid-encoded data storage systems with non-parity linear redundancy encoding schemes are described herein. A grid of shards with derived shards and data shards is generated that is indexed by a first index and a second index and is configured so that each shard is reproducible from other shards with the same first index and is also reproducible from other shards with the same second index. The grid of shards is further configured so that each data row of the grid of shards has at least two derived shards and at least twice as many data shards as derived shards.
2018-06-12,"Hardware blockchain consensus operating procedure enforcement. A system may provide hardware acceleration for blockchain-based record entry. Client circuitry may provide record entry information to node circuitry. The node circuitry may compile the record entry information into a record entry for submission to blockchain management circuitry (BMC). The BMC may access a consensus operating procedure. The BMC may apply the consensus operating procedure to the record entry to gain append permissions for a blockchain. After completing the consensus operating procedure, the BMC may append a block generated based on the record entry to the blockchain. Accordingly, the system may ensure that blocks added to the blockchain were generated in compliance with the consensus operating procedure."
